Basics||||||||||||||||TitleSimpleForm||||||||TitleProgressive|||||||||||TitlePoliteness|||||TitleRequest|||||TitleImperative|||||TitleDesire|||||||||TitleProvisional||||||||||TitleVolitional|||||TitleObligation|||||||||||TitlePresumptive||||||||TitleAlternative||||TitleCausativeA|||||TitleCausativePv|||||TitlePassive||||||TitlePotential||||||TitleContinuative|||||||TitleCompulsion|||TitleGerund|||||||TitleteformCmp||||||||||||||TitleteformConj||||TitleSFConj||||TitlemasuCmp||||||||||||TitleStemMisc|||||||||TitleArch||||
Basics1|Basics2|Basics3|Basics4|Basics5|Basics6|Basics7|Basics8|Basics9|Basics10|Basics11|Basics12|Basics13|Basics14|Basics15|Basics16|PPr|PPs|PPrN|PPsN|PlPr|PlPs|PlPrN|PlPsN|PPr|PPrA|ClPr|ClPrA|PPrN|ClPrN|PlPr|PlPrN|PPs|PlPs|PlPsN|LPl|Hn1|Hn2|Hm1|Hm2|Pl1|Pl2|PlN|Hn|HnN|PPrV|PPrL|PPrN|PlPr|PlPrN|PPr|PPs|PPrN|PPsN|PlPr|PlPs|PlPrN|PlPsN|Pr3rdPO|Pba|ClN|PNba|Plba|PlNba|Ptara|PNtara|Pltara|PlNtara|IIWTS|P|PN|PPg|Pl|PlN|ClPr|PPr1|PPr2|PPrN1|PPrN2|PPrN3|PlPr1|PlPr2|PlPrN1|PlPrN2|PlPrN3|PPr|PPs|PPrN|PPsN|PlPr|PlPs|PlPrN|PlPsN|A|N|APg|NPg|PPr|ClPr|PPrN|PlPr|PlPrN|PPr|ClPr|PPrN|PlPr|PlPrN|PPr|PPrN|PPrN|PlPr|PlPrN|PvPg|PPr|ClPr|PPrN|PPrN|PlPr|PlPrN|PPrL|PPr|PlPrN1|PlPrN2|PlPr|PlPrN1|PlPrN2|ClPr|PPr|PlPr|A|N|Ps|teform|APg|NPg|PsPg|teformCmp1|teformCmp2|teformCmp3|teformCmp4|teformCmp5|teformCmp6|teformCmp7|teformCmp8|teformCmp9|teformCmp10|teformCmp11|teformCmp12|teformCmp13|teformCmp14|teformConj1|teformConj2|teformConj3|teformConj4|SFConj1|SFConj2|SFConj3|SFConj4|masuCmp1|masuCmp2|masuCmp3|masuCmp4|masuCmp5|masuCmp6|masuCmp7|masuCmp8|masuCmp9|masuCmp10|masuCmp11|masuCmp12|StemMisc1|StemMisc2|StemMisc3|StemMisc4|StemMisc5|StemMisc6|StemMisc7|StemMisc8|StemMisc9|Arch1|Arch2|Arch3|Arch4|
u godan|to say, to express|T||いう|言う|iu|言|i||||||||||||||||||||||||||||*|仰る|申す|申し上げる||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
u godan|to ask, to inquire, to hear, to be told, to implore, to seek direction|T|を|うかがう|伺う|ukagau|伺|ukaga|||||||||||||||||||||||||||聞く||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
u special class||||XXXう|XXXう|u|||い|わ|おう|え|うて|った|い|う|った|わない|わなかった|います|いました|いません|いませんでした|うている|うていて|うてる|うてて|うていない|うてない|うています|うていません|うていた|うていました|うていませんでした|*|(お)いになる|(お)いなさる|(お)いする|(お)いいたす|うて下さい|(お)い下さい|わないで下さい|(お)いなさいませ|(お)いなさいますな|え|え|うな|いなさい|いなさるな|いたい|いたかった|いたくない|いたくなかった|いたいです|いたいでした|いたくありません|いたくありませんでした|いたがる|えば|わなきゃ|わなければ|いませば|いませんなら|ったら|わなかったら|いましたら|いませんでしたら|いたければ|おう|うまい|うてよう|いましょう|いますまい|わなきゃ (いけない)|わなければいけない|わなければならない|うてはいけない|うてはならない|うてはだめだ|わなければいけません|わなければなりません|うてはいけません|うてはなりません|うてはだめです|うだろう|っただろう|わないだろう|わなかっただろう|うでしょう|ったでしょう|わないでしょう|わなかったでしょう|ったり(する)|わなかったり(する)|うていたり|うていなかったり|わせる|わす|わせない|わせます|わせません|わせられる|わされる|わせられない|わせられます|わせられません|われる|われた|われない|われます|われません|われて|える|れる|えた|えない|えます|えません|い|うて|わないで|わなくて|いまして|いませんで|わずに|わなくちゃ (いけない)|わなくてはいけない|わなくてはいけません|うこと|わないこと|ったこと|うてこと|うていること|うていないこと|うていたこと|うてあげる|うてくれる|うてもらう|うていく|うておく|いっとく|うてしまう|っちゃう|うて仕舞った|っちゃった|うてみる|うてする|うてある|うてくる|うてほしい|うてもいい|うてもかまわない|わなくてもいい|うんだ|うんです|うのだ|うのです|いすぎる|いすぎだ|い合う|いだす|い始める|い治す|い遅れる|い終わる|い忘れる|いやがる|いかねる|いあげる|いに [verb]|いながら|わなさそう|い続く|い方|いにくい|いやすい|いさす|いやがれ|わぬ|わず|わざる|わざるをえない|
u special class|||||問う|tou|問|to|||||||||||||||||||||||||||*|(お)toいになる|*|*|*||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
u special class|||||請う|kou|請|ko|||||||||||||||||||||||||||*|(お)koいになる|*|*|*||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
u special class|||||恋う|kou|恋|ko|||||||||||||||||||||||||||*|(お)koいになる|*|*|*||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan||||XXXる|XXXる|ru|||||よう|れ|て|た||る|た|ない|なかった|ます|ました|ません|ませんでした|ている|ていて|てる|てて|ていない|てない|ています|ていません|ていた|ていました|ていませんでした|*|(お)になる|(お)なさる|(お)する|(お)いたす|て下さい|(お)下さい|ないで下さい|(お)なさいませ|(お)なさいますな|ろ|よ|るな|なさい|なさるな|たい|たかった|たくない|たくなかった|たいです|たいでした|たくありません|たくありませんでした|たがる|れば|なきゃ|なければ|ませば|ませんなら|たら|なかったら|ましたら|ませんでしたら|たければ|よう|まい|てよう|ましょう|ますまい|なきゃ (いけない)|なければならない|なければいけない|てはいけない|てはならない|てはだめだ|なければいけません|なければなりません|てはいけません|てはなりません|てはだめです|るだろう|ただろう|ないだろう|なかっただろう|るでしょう|たでしょう|ないでしょう|なかったでしょう|たり(する)|なかったり(する)|ていたり|ていなかったり|させる|さす|させない|させます|させません|せられる|される|せられない|せられます|せられません|られる|られた|られない|られます|られません|られて|られる|れる|られた|られない|られます|られません||て|ないで|なくて|まして|ませんで|ずに|なくちゃ (いけない)|なくてはいけない|なくてはいけません|ること|ないこと|たこと|てこと|ていること|ていないこと|ていたこと|てあげる|てくれる|てもらう|ていく|ておく|っとく|てしまう|ちゃう|て仕舞った|ちゃった|てみる|てする|てある|てくる|てほしい|てもいい|てもかまわない|るなくてもいい|るんだ|るんです|るのだ|るのです|るすぎる|るすぎだ|合う|だす|始める|治す|遅れる|終わる|忘れる|やがる|かねる|あげる|るに [verb]|ながら|なさそう|る続く|方|にくい|やすい|さす|やがれ|ぬ|ず|ざる|ざるをえない|
ru ichidan|to exist, to have (when noun in position of direct object is animate), to stay|I|が|いる|居る|iru|居|i||||||||||||||||||||||||||||(お) いでになる|いらっしゃる|*|(お) る||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to see, to look, to watch, to view, to observe, to assess, to examine, to judge|T|を|みる|見る|miru|見|mi||||||||||||||||||||||||||||御らになる|*|拝見する|*||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to go, to come (polite, humble)|I||おまいる|参る|mairu|参|mai||||||||||||||||||||||||||||(お)参になる|(お)参なさる|(お)参する|(お)参いたす||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to eat|T|を|たべる|食べる|taberu|食べ|tabe||||||||||||||||||||||||||||召し上がる|*|いただく|*||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to stop, to turn off, to fasten, to fix into place, to park|T|を|とめる|止める|tomeru|止め|tome|||止めよう|止めれ|止めて|止めた|止め|||||||||止めている to wait)|止めていて to wait)|止めてる|止めてて to wait)|止めていない|止めてない|止めています|止めていません|止めていた|止めていました|止めていませんでした|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to give (polite, speaker is the recepient or his relative)|T|を|くれる|呉れる|kureru|呉れ|kure||||||||||||||||||||||||||||*|下さる|*|*||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to give (polite, speaker is the giver), to offer up to the gods, to raise, to elevate, to do up (one's hair), to fly (a kite, etc.), to launch (fireworks, etc.), to surface (a submarine, etc.), to land (a boat), to show someone (into a room), to send someone (away), to enrol (one's child in school), to enroll, to increase (price, quality, status, etc.), to make (a loud sound), to raise (one's voice), to praise, to bear (a child)|T|を|あげる|上げる|ageru|上げ|age||||||||||||||||||||||||||||*|*|差し上げる|*||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to get up, to wake up|I||おきる|起きる|okiru|起き|oki|||起きよう|起きれ|起きて|起きた|起き|||||||||起きている (to be awake)|起きていて (to be awake)|起きてる|起きてて (to be awake)|起きていない|起きてない|起きています|起きていません|起きていた|起きていました|起きていませんでした|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to swell (from inflammation), to become swollen|I||はれる|腫れる|hareru|腫れ|hare|||腫れよう|腫れれ|腫れて|腫れた|腫れ|||||||||腫れている (to be swollen)|腫れていて (to be swollen)|腫れてる|腫れてて (to be swollen)|腫れていない|腫れてない|腫れています|腫れていません|腫れていた|腫れていました|腫れていませんでした|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to know|T|を|ごぞんじる|存じる|zonjiru|存じ|zonji|||||||||||||||||||||||||||知る|*|*|*|*||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to want, to wish for, to request, to demand, to seek, to search for, to pursue (pleasure), to hunt (a job), to purchase, to buy (polite)|T|を|もとめる|求める|motomeru|求め|motome|||||||||||||||||||||||||||買う||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
desu copula|||||||||*|*|*|*|*|*|*|だ|だった|ではない, じゃない|ではなかった, じゃなかった|です|でした|ではありません, じゃありません|ではありませんでした, じゃありませんでした|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
kuru verb|||||||||来|来|来|来|来て|来た|来|来る|来た|来ない|来なかった|来ます|来ました|来ません|来ませんでした|来ている|来ていて|来てる|来てて|来ていない|来てない|来ています|来ていません|来ていた|来ていました|来ていませんでした||(お)いでになる|いらっしゃる|*|まいる|来て下さい|(お)来い下さい|来ないで下さい|(お)来いなさいませ|(お)来いなさいますな|来い|来よ|来るな|来なさい|来なさるな|来たい|来たかった|来たくない|来たくなかった|来たいです|来たいでした|来たくありません|来たくありませんでした|来たがる|来れば|来なきゃ|来なければ|来ませば|来ませんなら|来たら|来なかったら|来ましたら|来ませんでしたら|来たければ|来よう|来るまい|来てよう|来ましょう|来ますまい|来なきゃ (いけない)|来なければいけない|来なければならない|来てはいけない|来てはならない|来てはだめだ|来なければいけません|来なければなりません|来てはいけません|来てはなりません|来てはだめです|来るだろう|来ただろう|来ないだろう|来なかっただろう|来るでしょう|来たでしょう|来ないでしょう|来なかったでしょう|来たり|来なかったり|来ていたり|来ていなかったり|来させる|来す|来させない|来させます|来させません|来させられる|来される|来させられない|来させられます|来させられません|*|*|*|*|*|*|来られる|来れる|来られた|来られない|来られます|来られません|来|来て|来ないで|来なくて|来まして|来ませんで|来ずに|来なくちゃ (いけない)|来なくてはいけない|来なくてはいけません|来ること|来ないこと|来たこと|来てこと|来ていること|来ていないこと|来ていたこと|来てあげる|来てくれる|来てもらう|来ていく|来ておく|来っとく|来てしまう|来ちゃう|来て仕舞った|来ちゃった|来てみる|来てする|来てある|来てくる|来てほしい|来てもいい|来てもかまわない|来なくてもいい|来るんだ|来るんです|来るのだ|来るのです|来すぎる|来すぎだ|来合う|来だす|来始める|来治す|来遅れる|来終わる|来忘れる|来やがる|来かねる|来あげる|来に [verb]|来ながら|来なさそう|来続く|来方|来にくい|来やすい|来さす|来やがれ|来ぬ|来ず|来ざる|来ざるをえない|
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
suru verb|||||||||し|さ|そ|せ|して|した|し|する|した|しない|しなかった|します|しました|しません|しませんでした|している|していて|してる|してて|していない|してない|しています|していません|していた|していました|していませんでした||なさる|はる|*|いたす|して下さい|(お)しろ下さい|しないで下さい|(お)しろなさいませ|(お)しろなさいますな|しろ|せよ|するな|しなさい|しなさるな|したい|したかった|したくない|したくなかった|したいです|したいでした|したくありません|したくありませんでした|したがる|すれば|しなきゃ|しなければ|しませば|しませんなら|したら|しなかったら|しましたら|しませんでしたら|したければ|しよう|するまい|してよう|しましょう|しますまい|しなきゃ (いけない)|しなければいけない|しなければならない|してはいけない|してはならない|してはだめだ|しなければいけません|しなければなりません|してはいけません|してはなりません|してはだめです|するだろう|しただろう|しないだろう|しなかっただろう|するでしょう|したでしょう|しないでしょう|しなかったでしょう|したり|しなかったり|していたり|していなかったり|させる|さす|させない|させます|させません|させられる|さされる|させられない|させられます|させられません|される|された|されない|されます|されません|されて|せる|れる|せた|せない|せます|せません|し|して|さないで|さなくて|しまして|しませんで|さずに|しなくちゃ (いけない)|しなくてはいけない|しなくてはいけません|すること|しないこと|したこと|してこと|していること|していないこと|していたこと|してあげる|してくれる|してもらう|していく|しておく|しっとく|してしまう|しちゃう|して仕舞った|しちゃった|してみる|してする|してある|してくる|してほしい|してもいい|してもかまわない|しなくてもいい|するんだ|するんです|するのだ|するのです|しすぎる|しすぎだ|し合う|しだす|し始める|し治す|し遅れる|し終わる|し忘れる|しやがる|しかねる|しあげる|しに [verb]|しながら|さなさそう|し続く|し方|しにくい|しやすい|しさす|しやがれ|さぬ|さず|しざる|しざるをえない|
*|*|*|*|*|*|*|*|*|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
