1.2D2D2D|0|
1.E7AABF|116+12|
1.E7AB80|116+12|
1.E7AB81|116+12|
1.E7AB82|116+12|
1.E7AB83|116+10|
1.E7AB84|116+13|
1.E7AB85|116+13|
1.E7AB86|116+14|
1.E7AB87|116+15|
1.E7AB88|116+16|
1.E7AB89|116+16|
1.E7AB8A|116+17|
1.E7AB8B|117|
1.E7AB8C|117+2|
1.E7AB8D|117+2|
1.E7AB8E|117+3|
1.E7AB8F|117+3|
1.E7AB90|117+4|
1.E7AB91|117+4|
1.E7AB92|117+4|
1.E7AB93|117+4|
1.E7AB94|117+4|
1.E7AB95|117+4|
1.E7AB96|117+4|
1.E7AB97|117+4|
1.E7AB98|117+5|
1.E7AB99|117+5|
1.E7AB9A|117+5|
1.E7AB9B|117+5|
1.E7AB9C|117+5|
1.E7AB9C|212+0|
1.E7AB9D|117+5|
1.E7AB9E|117+5|
1.E7AB9F|117+6|
1.E7ABA0|117+6|
1.E7ABA1|117+6|
1.E7ABA2|117+7|
1.E7ABA3|117+7|
1.E7ABA4|117+7|
1.E7ABA5|117+7|
1.E7ABA6|117+7|
1.E7ABA7|117+7|
1.E7ABA8|117+8|
1.E7ABA9|117+8|
1.E7ABAA|117+8|
1.E7ABAB|117+8|
1.E7ABAC|117+9|
1.E7ABAD|117+9|
1.E7ABAE|117+9|
1.E7ABAF|117+9|
1.E7ABB0|117+9|
1.E7ABB1|117+11|
1.E7ABB2|117+12|
1.E7ABB3|117+12|
1.E7ABB4|117+12|
1.E7ABB5|117+13|
1.E7ABB6|117+15|
1.E7ABB7|117+15|
1.E7ABB8|117+17|
1.E7ABB9|118|
1.E7ABBA|118+2|
1.E7ABBB|118+2|
1.E7ABBC|118+3|
1.E7ABBD|118+3|
1.E7ABBE|118+3|
1.E7ABBF|118+3|
1.E7AC80|118+3|
1.E7AC81|118+3|
1.E7AC82|118+3|
1.E7AC83|118+3|
1.E7AC84|118+4|
1.E7AC85|118+4|
1.E7AC86|118+4|
1.E7AC87|118+4|
1.E7AC88|118+4|
1.E7AC89|118+4|
1.E7AC8A|118+4|
1.E7AC8B|118+4|
1.E7AC8C|118+4|
1.E7AC8D|118+4|
1.E7AC8E|118+4|
1.E7AC8F|118+4|
1.E7AC90|118+4|
1.E7AC91|118+4|
1.E7AC92|118+4|
1.E7AC93|118+4|
1.E7AC94|118+4|
1.E7AC95|118+4|
1.E7AC96|118+5|
1.E7AC97|118+5|
1.E7AC98|118+5|
1.E7AC99|118+5|
1.E7AC9A|118+5|
1.E7AC9B|118+5|
1.E7AC9C|118+5|
1.E7AC9D|118+5|
1.E7AC9E|118+5|
1.E7AC9F|118+5|
1.E7ACA0|118+5|
1.E7ACA1|118+5|
1.E7ACA2|118+5|
1.E7ACA3|118+5|
1.E7ACA4|118+5|
1.E7ACA5|118+5|
1.E7ACA6|118+5|
1.E7ACA7|118+5|
1.E7ACA8|118+5|
1.E7ACA9|118+5|
1.E7ACAA|118+5|
1.E7ACAB|118+5|
1.E7ACAC|118+5|
1.E7ACAD|118+5|
1.E7ACAE|118+5|
1.E7ACAF|118+5|
1.E7ACB0|118+5|
1.E7ACB1|118+5|
1.E7ACB2|118+5|
1.E7ACB3|118+5|
1.E7ACB4|118+5|
1.E7ACB5|118+5|
1.E7ACB6|118+5|
1.E7ACB7|118+5|
1.E7ACB8|118+5|
1.E7ACB9|118+5|
1.E7ACBA|118+5|
1.E7ACBB|118+5|
1.E7ACBC|118+5|
1.E7ACBD|118+5|
1.E7ACBE|118+5|
1.E7ACBF|118+6|
1.E7AD80|118+6|
1.E7AD81|118+6|
1.E7AD82|118+6|
1.E7AD83|118+6|
1.E7AD84|118+6|
1.E7AD85|118+6|
1.E7AD86|118+6|
1.E7AD87|118+6|
1.E7AD88|118+6|
1.E7AD89|118+6|
1.E7AD8A|118+6|
1.E7AD8B|118+6|
1.E7AD8C|118+6|
1.E7AD8D|118+6|
1.E7AD8E|118+6|
1.E7AD8F|118+6|
1.E7AD90|118+6|
1.E7AD91|118+6|
1.E7AD92|118+6|
1.E7AD93|118+6|
1.E7AD94|118+6|
1.E7AD95|118+6|
1.E7AD96|118+6|
1.E7AD97|118+6|
1.E7AD98|118+6|
1.E7AD99|118+6|
1.E7AD9A|118+6|
1.E7AD9B|118+6|
1.E7AD9C|118+6|
1.E7AD9D|118+6|
1.E7AD9E|118+7|
1.E7AD9F|118+7|
1.E7ADA0|118+7|
1.E7ADA1|118+7|
1.E7ADA2|118+7|
1.E7ADA3|118+7|
1.E7ADA4|118+7|
1.E7ADA5|118+7|
1.E7ADA6|118+7|
1.E7ADA7|118+7|
1.E7ADA8|118+7|
1.E7ADA9|118+7|
1.E7ADAA|118+7|
1.E7ADAB|118+7|
1.E7ADAC|118+7|
1.E7ADAD|118+7|
1.E7ADAE|118+7|
1.E7ADAF|118+7|
1.E7ADB0|118+7|
1.E7ADB1|118+7|
1.E7ADB2|118+7|
1.E7ADB3|118+7|
1.E7ADB4|118+7|
1.E7ADB5|118+7|
1.E7ADB6|118+7|
1.E7ADB7|118+7|
1.E7ADB8|118+7|
1.E7ADB9|118+7|
1.E7ADBA|118+7|
1.E7ADBB|118+7|
1.E7ADBC|118+7|
1.E7ADBD|118+7|
1.E7ADBE|118+7|
1.E7ADBF|118+7|
1.E7AE80|118+7|
1.E7AE81|118+8|
1.E7AE82|118+8|
1.E7AE83|118+8|
1.E7AE84|118+8|
1.E7AE85|118+8|
1.E7AE86|118+8|
1.E7AE87|118+8|
1.E7AE88|118+8|
1.E7AE89|118+8|
1.E7AE8A|118+8|
1.E7AE8B|118+8|
1.E7AE8C|118+8|
1.E7AE8D|118+8|
1.E7AE8E|118+8|
1.E7AE8F|118+8|
1.E7AE90|118+8|
1.E7AE91|118+8|
1.E7AE92|118+8|
1.E7AE93|118+8|
1.E7AE94|118+8|
1.E7AE95|118+8|
1.E7AE96|118+8|
1.E7AE97|118+8|
1.E7AE98|118+8|
1.E7AE99|118+8|
1.E7AE9A|118+8|
1.E7AE9B|118+8|
1.E7AE9C|118+8|
1.E7AE9D|118+8|
1.E7AE9E|118+8|
1.E7AE9F|118+8|
1.E7AEA0|118+8|
1.E7AEA1|118+8|
1.E7AEA2|118+8|
1.E7AEA3|118+8|
1.E7AEA4|118+8|
1.E7AEA5|118+8|
1.E7AEA6|118+8|
1.E7AEA7|118+8|
1.E7AEA8|118+8|
1.E7AEA9|118+8|
1.E7AEAA|118+9|
1.E7AEAB|118+9|
1.E7AEAC|118+9|
1.E7AEAD|118+9|
1.E7AEAE|118+9|
1.E7AEAF|118+9|
1.E7AEB0|118+9|
1.E7AEB1|118+9|
1.E7AEB2|118+9|
1.E7AEB3|118+9|
1.E7AEB4|118+9|
1.E7AEB5|118+9|
1.E7AEB6|118+9|
1.E7AEB7|118+9|
1.E7AEB8|118+8|
1.E7AEB9|118+9|
1.E7AEBA|118+9|
1.E7AEBB|118+9|
1.E7AEBC|118+9|
1.E7AEBD|118+9|
1.E7AEBE|118+9|
1.E7AEBF|118+9|
1.E7AF80|118+7|
1.E7AF81|118+9|
1.E7AF82|118+9|
1.E7AF83|118+9|
1.E7AF84|118+9|
1.E7AF85|118+9|
1.E7AF86|118+9|
1.E7AF87|118+9|
1.E7AF88|118+9|
1.E7AF89|118+10|
1.E7AF8A|118+9|
1.E7AF8B|118+9|
1.E7AF8C|118+9|
1.E7AF8D|118+9|
1.E7AF8E|118+9|
1.E7AF8F|118+9|
1.E7AF90|118+9|
1.E7AF91|118+9|
1.E7AF92|118+9|
1.E7AF93|118+9|
1.E7AF94|118+10|
1.E7AF95|118+10|
1.E7AF96|118+10|
1.E7AF97|118+10|
1.E7AF98|118+10|
1.E7AF99|118+10|
1.E7AF9A|118+10|
1.E7AF9B|118+10|
1.E7AF9C|118+10|
1.E7AF9D|118+10|
1.E7AF9E|118+10|
1.E7AF9F|118+10|
1.E7AFA0|118+10|
1.E7AFA1|118+10|
1.E7AFA2|118+10|
1.E7AFA3|118+10|
1.E7AFA4|118+10|
1.E7AFA5|118+10|
1.E7AFA6|118+10|
1.E7AFA7|118+10|
1.E7AFA8|118+10|
1.E7AFA9|118+10|
1.E7AFAA|118+10|
1.E7AFAB|118+10|
1.E7AFAC|118+10|
1.E7AFAD|118+10|
1.E7AFAE|118+10|
1.E7AFAF|118+10|
1.E7AFB0|118+11|
1.E7AFB1|118+11|
1.E7AFB2|118+11|
1.E7AFB3|118+11|
1.E7AFB4|118+11|
1.E7AFB5|118+11|
1.E7AFB6|118+11|
1.E7AFB7|118+11|
1.E7AFB8|118+11|
1.E7AFB9|118+11|
1.E7AFBA|118+11|
1.E7AFBB|118+11|
1.E7AFBC|118+11|
1.E7AFBD|118+11|
1.E7AFBE|118+11|
1.E7AFBF|118+11|
1.E7B080|118+11|
1.E7B081|118+11|
1.E7B082|118+11|
1.E7B083|118+11|
1.E7B084|118+11|
1.E7B085|118+11|
1.E7B086|118+11|
1.E7B087|118+11|
1.E7B088|118+11|
1.E7B089|118+11|
1.E7B08A|118+11|
1.E7B08B|118+11|
1.E7B08C|118+11|
1.E7B08D|118+11|
1.E7B08E|118+11|
1.E7B08F|118+11|
1.E7B090|118+11|
1.E7B091|118+10|
1.E7B092|118+10|
1.E7B093|118+11|
1.E7B094|118+11|
1.E7B095|118+11|
1.E7B096|118+11|
1.E7B097|118+11|
1.E7B098|118+12|
1.E7B099|118+12|
1.E7B09A|118+12|
1.E7B09B|118+12|
1.E7B09C|118+12|
1.E7B09D|118+12|
1.E7B09E|118+12|
1.E7B09F|118+12|
1.E7B0A0|118+12|
1.E7B0A1|118+12|
1.E7B0A2|118+12|
1.E7B0A3|118+12|
1.E7B0A4|118+12|
1.E7B0A5|118+12|
1.E7B0A6|118+12|
1.E7B0A7|118+12|
1.E7B0A8|118+12|
1.E7B0A9|118+12|
1.E7B0AA|118+12|
1.E7B0AB|118+12|
1.E7B0AC|118+12|
1.E7B0AD|118+12|
1.E7B0AE|118+12|
1.E7B0AF|118+12|
1.E7B0B0|118+12|
1.E7B0B1|118+12|
1.E7B0B2|118+12|
1.E7B0B3|118+13|
1.E7B0B4|118+13|
1.E7B0B5|118+13|
1.E7B0B6|118+13|
1.E7B0B7|118+13|
1.E7B0B8|118+13|
1.E7B0B9|118+13|
1.E7B0BA|118+13|
1.E7B0BB|118+13|
1.E7B0BC|118+13|
1.E7B0BD|118+13|
1.E7B0BE|118+13|
1.E7B0BF|118+13|
1.E7B180|118+13|
1.E7B181|118+13|
1.E7B182|118+13|
1.E7B183|118+14|
1.E7B184|118+14|
1.E7B185|118+14|
1.E7B186|118+14|
1.E7B187|118+14|
1.E7B188|118+14|
1.E7B189|118+14|
1.E7B18A|118+14|
1.E7B18B|118+14|
1.E7B18C|118+14|
1.E7B18D|118+14|
1.E7B18E|118+14|
1.E7B18F|118+14|
1.E7B190|118+15|
1.E7B191|118+15|
1.E7B192|118+15|
1.E7B193|118+15|
1.E7B194|118+15|
1.E7B195|118+15|
1.E7B196|118+15|
1.E7B197|118+16|
1.E7B198|118+16|
1.E7B199|118+16|
1.E7B19A|118+16|
1.E7B19B|118+16|
1.E7B19C|118+16|
1.E7B19D|118+16|
1.E7B19E|118+16|
1.E7B19F|118+16|
1.E7B1A0|118+16|
1.E7B1A1|118+16|
1.E7B1A2|118+17|
1.E7B1A3|118+17|
1.E7B1A4|118+17|
1.E7B1A5|118+17|
1.E7B1A6|118+17|
1.E7B1A7|118+17|
1.E7B1A8|118+17|
1.E7B1A9|118+18|
1.E7B1AA|118+18|
1.E7B1AB|118+19|
1.E7B1AC|118+19|
1.E7B1AD|118+19|
1.E7B1AE|118+19|
1.E7B1AF|118+20|
1.E7B1B0|118+20|
1.E7B1B1|118+24|
1.E7B1B2|118+26|
1.E7B1B3|119|
1.E7B1B4|119+2|
1.E7B1B5|119+2|
1.E7B1B6|119+2|
1.E7B1B7|119+3|
1.E7B1B8|119+3|
1.E7B1B9|119+3|
1.E7B1BA|119+3|
1.E7B1BB|119+3|
1.E7B1BC|119+3|
1.E7B1BD|119+3|
1.E7B1BE|119+3|
1.E7B1BF|119+3|
1.E7B280|119+3|
1.E7B281|119+3|
1.E7B282|119+3|
1.E7B283|119+4|
1.E7B284|119+4|
1.E7B285|119+4|
1.E7B286|119+4|
1.E7B287|119+4|
1.E7B288|119+4|
1.E7B289|119+4|
1.E7B28A|119+4|
1.E7B28B|119+4|
1.E7B28C|119+4|
1.E7B28D|119+4|
1.E7B28E|119+4|
1.E7B28F|119+4|
1.E7B290|119+4|
1.E7B291|119+4|
1.E7B292|119+5|
1.E7B293|119+5|
1.E7B294|119+5|
1.E7B295|119+5|
1.E7B296|119+5|
1.E7B297|119+5|
1.E7B298|119+5|
1.E7B299|119+5|
1.E7B29A|119+5|
1.E7B29B|129+5|
1.E7B29C|119+5|
1.E7B29D|119+5|
1.E7B29E|119+6|
1.E7B29F|119+6|
1.E7B2A0|119+6|
1.E7B2A1|119+6|
1.E7B2A2|119+6|
1.E7B2A3|119+6|
1.E7B2A4|119+6|
1.E7B2A5|119+6|
1.E7B2A6|119+6|
1.E7B2A7|119+6|
1.E7B2A8|119+6|
1.E7B2A9|119+6|
1.E7B2AA|119+6|
1.E7B2AB|119+6|
1.E7B2AC|119+6|
1.E7B2AD|119+6|
1.E7B2AE|119+7|
1.E7B2AF|119+7|
1.E7B2B0|119+7|
1.E7B2B1|119+7|
1.E7B2B2|119+7|
1.E7B2B3|119+7|
1.E7B2B4|119+7|
1.E7B2B5|119+7|
1.E7B2B6|119+8|
1.E7B2B7|119+8|
1.E7B2B8|119+8|
1.E7B2B9|119+8|
1.E7B2BA|119+8|
1.E7B2BB|119+8|
1.E7B2BC|119+8|
1.E7B2BD|119+8|
1.E7B2BE|119+8|
1.E7B2BF|119+8|
1.E7B380|119+8|
1.E7B381|119+8|
1.E7B382|119+9|
1.E7B383|119+9|
1.E7B384|119+9|
1.E7B385|119+9|
1.E7B386|119+9|
1.E7B387|119+9|
1.E7B388|119+9|
1.E7B389|119+9|
1.E7B38A|119+9|
1.E7B38B|119+9|
1.E7B38C|119+9|
1.E7B38D|119+9|
1.E7B38E|119+9|
1.E7B38F|119+10|
1.E7B390|119+10|
1.E7B391|119+10|
1.E7B392|119+10|
1.E7B393|119+10|
1.E7B394|119+10|
1.E7B395|119+10|
1.E7B396|119+10|
1.E7B397|119+10|
1.E7B398|119+10|
1.E7B399|119+11|
1.E7B39A|119+11|
1.E7B39B|119+11|
1.E7B39C|119+11|
1.E7B39D|119+11|
1.E7B39E|119+11|
1.E7B39F|119+11|
1.E7B3A0|119+11|
1.E7B3A1|119+11|
1.E7B3A2|119+11|
1.E7B3A3|119+12|
1.E7B3A4|119+12|
1.E7B3A5|119+12|
1.E7B3A6|119+12|
1.E7B3A7|119+12|
1.E7B3A8|119+11|
1.E7B3A9|119+13|
1.E7B3AA|119+13|
1.E7B3AB|119+13|
1.E7B3AC|119+13|
1.E7B3AD|119+13|
1.E7B3AE|119+14|
1.E7B3AF|119+14|
1.E7B3B0|119+14|
1.E7B3B1|119+16|
1.E7B3B2|119+15|
1.E7B3B3|119+16|
1.E7B3B4|119+16|
1.E7B3B5|119+17|
1.E7B3B6|119+19|
1.E7B3B7|119+21|
1.E7B3B8|120|
1.E7B3B9|120+0|
1.E7B3BA|120+1|
1.E7B3BB|120+1|
1.E7B3BC|120+2|
1.E7B3BD|120+2|
1.E7B3BE|120+2|
1.E7B3BF|120+2|
1.E7B480|120+3|
1.E7B481|120+3|
1.E7B482|120+3|
1.E7B483|120+3|
1.E7B484|120+3|
1.E7B485|120+3|
1.E7B486|120+3|
1.E7B487|120+3|
1.E7B488|120+3|
1.E7B489|120+3|
1.E7B48A|120+4|
1.E7B48B|120+4|
1.E7B48C|120+4|
1.E7B48D|120+4|
1.E7B48E|120+4|
1.E7B48F|120+4|
1.E7B490|120+4|
1.E7B490|120+4|
1.E7B491|120+4|
1.E7B492|120+4|
1.E7B493|120+4|
1.E7B494|120+4|
1.E7B495|120+4|
1.E7B496|120+4|
1.E7B497|120+4|
1.E7B498|120+4|
1.E7B499|120+4|
1.E7B49A|120+4|
1.E7B49B|120+4|
1.E7B49C|120+4|
1.E7B49D|120+4|
1.E7B49E|120+4|
1.E7B49F|120+4|
1.E7B4A0|120+4|
1.E7B4A1|120+4|
1.E7B4A2|120+4|
1.E7B4A2|120+4|
1.E7B4A3|120+4|
1.E7B4A4|120+4|
1.E7B4A5|120+4|
1.E7B4A6|120+4|
1.E7B4A7|120+4|
1.E7B4A8|120+5|
1.E7B4A9|120+5|
1.E7B4AA|120+5|
1.E7B4AB|120+5|
1.E7B4AC|120+5|
1.E7B4AD|120+5|
1.E7B4AE|120+5|
1.E7B4AF|120+5|
1.E7B4AF|120+5|
1.E7B4B0|120+5|
1.E7B4B1|120+5|
1.E7B4B2|120+5|
1.E7B4B3|120+5|
1.E7B4B4|120+5|
1.E7B4B5|120+5|
1.E7B4B6|120+5|
1.E7B4B7|120+5|
1.E7B4B8|120+5|
1.E7B4B9|120+5|
1.E7B4BA|120+5|
1.E7B4BB|120+5|
1.E7B4BC|120+5|
1.E7B4BD|120+5|
1.E7B4BE|120+5|
1.E7B4BF|120+5|
1.E7B580|120+5|
1.E7B581|120+5|
1.E7B582|120+5|
1.E7B583|120+5|
1.E7B584|120+5|
1.E7B585|120+5|
1.E7B586|120+5|
1.E7B587|120+5|
1.E7B588|120+5|
1.E7B589|120+5|
1.E7B58A|120+5|
1.E7B58B|120+5|
1.E7B58C|120+5|
1.E7B58D|120+6|
1.E7B58E|120+6|
1.E7B58F|120+6|
1.E7B590|120+6|
1.E7B591|120+6|
1.E7B592|120+6|
1.E7B593|120+6|
1.E7B594|120+6|
1.E7B595|120+6|
1.E7B596|120+6|
1.E7B597|120+6|
1.E7B598|120+6|
1.E7B599|120+6|
1.E7B59A|120+6|
1.E7B59B|120+7|
1.E7B59C|120+6|
1.E7B59D|120+6|
1.E7B59E|120+6|
1.E7B59F|120+6|
1.E7B5A0|120+6|
1.E7B5A1|120+6|
1.E7B5A2|120+6|
1.E7B5A3|120+6|
1.E7B5A4|120+6|
1.E7B5A5|120+6|
1.E7B5A6|120+6|
1.E7B5A7|120+6|
1.E7B5A8|120+6|
1.E7B5A9|120+6|
1.E7B5AA|120+6|
1.E7B5AB|120+6|
1.E7B5AC|120+6|
1.E7B5AD|120+6|
1.E7B5AE|120+6|
1.E7B5AF|120+6|
1.E7B5B0|120+6|
1.E7B5B1|120+6|
1.E7B5B2|120+6|
1.E7B5B3|120+6|
1.E7B5B4|120+6|
1.E7B5B5|120+6|
1.E7B5B6|120+6|
1.E7B5B7|120+6|
1.E7B5B8|120+7|
1.E7B5B9|120+7|
1.E7B5BA|120+7|
1.E7B5BB|120+7|
1.E7B5BC|120+7|
1.E7B5BD|120+7|
1.E7B5BE|120+7|
1.E7B5BF|120+7|
1.E7B680|120+7|
1.E7B681|120+7|
1.E7B682|120+7|
1.E7B683|120+7|
1.E7B684|120+7|
1.E7B685|120+7|
1.E7B686|120+7|
1.E7B687|120+7|
1.E7B688|120+7|
1.E7B689|120+7|
1.E7B68A|120+7|
1.E7B68B|120+7|
1.E7B68C|120+7|
1.E7B68D|120+7|
1.E7B68E|120+7|
1.E7B68F|120+7|
1.E7B690|120+7|
1.E7B691|120+7|
1.E7B692|120+7|
1.E7B693|120+7|
1.E7B694|120+7|
1.E7B695|120+7|
1.E7B696|120+7|
1.E7B697|120+7|
1.E7B698|120+7|
1.E7B699|120+7|
1.E7B69A|120+7|
1.E7B69B|120+7|
1.E7B69C|120+8|
1.E7B69D|120+8|
1.E7B69E|120+8|
1.E7B69F|120+8|
1.E7B6A0|120+8|
1.E7B6A0|120+8|
1.E7B6A1|120+8|
1.E7B6A2|120+8|
1.E7B6A3|120+8|
1.E7B6A4|120+8|
1.E7B6A5|120+8|
1.E7B6A6|120+8|
1.E7B6A7|120+8|
1.E7B6A8|120+8|
1.E7B6A9|120+8|
1.E7B6AA|120+8|
1.E7B6AB|120+8|
1.E7B6AC|120+8|
1.E7B6AD|120+8|
1.E7B6AE|120+8|
1.E7B6AF|120+8|
1.E7B6B0|120+8|
1.E7B6B1|120+8|
1.E7B6B2|120+8|
1.E7B6B3|120+8|
1.E7B6B4|120+8|
1.E7B6B5|120+8|
1.E7B6B6|120+8|
1.E7B6B7|120+8|
1.E7B6B8|120+8|
1.E7B6B9|120+8|
1.E7B6BA|120+8|
1.E7B6BB|120+8|
1.E7B6BC|120+8|
1.E7B6BD|120+8|
1.E7B6BE|120+8|
1.E7B6BE|120+8|
1.E7B6BF|120+8|
1.E7B780|120+8|
1.E7B781|120+8|
1.E7B782|120+8|
1.E7B783|120+8|
1.E7B784|120+8|
1.E7B785|120+8|
1.E7B786|120+8|
1.E7B787|120+8|
1.E7B788|120+8|
1.E7B789|120+8|
1.E7B78A|120+8|
1.E7B78B|120+8|
1.E7B78C|120+8|
1.E7B78D|120+8|
1.E7B78E|120+8|
1.E7B78F|120+8|
1.E7B790|120+7|
1.E7B791|120+8|
1.E7B792|120+8|
1.E7B793|120+9|
1.E7B794|120+8|
1.E7B795|120+8|
1.E7B796|120+9|
1.E7B797|120+9|
1.E7B798|120+9|
1.E7B799|120+9|
1.E7B79A|120+9|
1.E7B79B|120+9|
1.E7B79C|120+9|
1.E7B79D|120+9|
1.E7B79E|120+9|
1.E7B79F|120+9|
1.E7B7A0|120+9|
1.E7B7A1|120+9|
1.E7B7A2|120+9|
1.E7B7A3|120+9|
1.E7B7A4|120+9|
1.E7B7A5|120+9|
1.E7B7A6|120+9|
1.E7B7A7|120+9|
1.E7B7A8|120+9|
1.E7B7A9|120+9|
1.E7B7AA|120+9|
1.E7B7AB|120+9|
1.E7B7AC|120+9|
1.E7B7AD|120+9|
1.E7B7AE|120+9|
1.E7B7AF|120+9|
1.E7B7B0|120+9|
1.E7B7B1|120+9|
1.E7B7B2|120+9|
1.E7B7B3|120+9|
1.E7B7B4|120+9|
1.E7B7B4|120+9|
1.E7B7B5|120+9|
1.E7B7B6|120+9|
1.E7B7B7|120+9|
1.E7B7B8|120+9|
1.E7B7B9|120+9|
1.E7B7BA|120+9|
1.E7B7BB|120+9|
1.E7B7BC|120+9|
1.E7B7BD|120+9|
1.E7B7BE|120+9|
1.E7B7BF|120+9|
1.E7B880|120+9|
1.E7B881|120+9|
1.E7B882|120+9|
1.E7B883|120+9|
1.E7B884|120+9|
1.E7B885|120+9|
1.E7B886|120+9|
1.E7B887|120+9|
1.E7B888|120+10|
1.E7B889|120+10|
1.E7B88A|120+10|
1.E7B88B|120+10|
1.E7B88C|120+10|
1.E7B88D|120+10|
1.E7B88E|120+10|
1.E7B88F|120+10|
1.E7B890|120+10|
1.E7B891|120+10|
1.E7B892|120+10|
1.E7B893|120+10|
1.E7B894|120+10|
1.E7B895|120+10|
1.E7B896|120+10|
1.E7B897|120+10|
1.E7B898|120+10|
1.E7B899|120+10|
1.E7B89A|120+10|
1.E7B89B|120+10|
1.E7B89C|120+10|
1.E7B89D|120+10|
1.E7B89E|120+10|
1.E7B89F|120+10|
1.E7B8A0|120+10|
1.E7B8A1|120+10|
1.E7B8A2|120+10|
1.E7B8A3|120+10|
1.E7B8A4|120+10|
1.E7B8A5|120+10|
1.E7B8A6|120+10|
1.E7B8A7|120+10|
1.E7B8A8|120+10|
1.E7B8A9|120+11|
1.E7B8AA|120+11|
1.E7B8AB|120+11|
1.E7B8AC|120+11|
1.E7B8AD|120+11|
1.E7B8AE|120+11|
1.E7B8AF|120+11|
1.E7B8B0|120+11|
1.E7B8B1|120+11|
1.E7B8B2|120+11|
1.E7B8B3|120+11|
1.E7B8B4|120+11|
1.E7B8B5|120+11|
1.E7B8B6|120+11|
1.E7B8B7|120+11|
1.E7B8B7|120+11|
1.E7B8B8|120+11|
1.E7B8B9|120+11|
1.E7B8BA|120+11|
1.E7B8BB|120+11|
1.E7B8BC|120+11|
1.E7B8BD|120+11|
1.E7B8BE|120+11|
1.E7B8BF|120+11|
1.E7B980|120+11|
1.E7B981|120+11|
1.E7B982|120+11|
1.E7B983|120+11|
1.E7B984|120+11|
1.E7B985|120+11|
1.E7B986|120+11|
1.E7B987|120+11|
1.E7B988|120+12|
1.E7B989|120+11|
1.E7B98A|120+11|
1.E7B98B|120+13|
1.E7B98C|120+11|
1.E7B98D|120+11|
1.E7B98E|120+12|
1.E7B98F|120+12|
1.E7B990|120+12|
1.E7B991|120+12|
1.E7B992|120+12|
1.E7B993|120+12|
1.E7B994|120+12|
1.E7B995|120+12|
1.E7B996|120+12|
1.E7B997|120+12|
1.E7B998|120+12|
1.E7B999|120+12|
1.E7B99A|120+12|
1.E7B99B|120+12|
1.E7B99C|120+12|
1.E7B99D|120+12|
1.E7B99E|120+12|
1.E7B99F|120+12|
1.E7B9A0|120+12|
1.E7B9A1|120+12|
1.E7B9A2|120+12|
1.E7B9A3|120+12|
1.E7B9A4|120+12|
1.E7B9A5|120+12|
1.E7B9A6|120+13|
1.E7B9A7|120+12|
1.E7B9A8|120+13|
1.E7B9A9|120+13|
1.E7B9AA|120+13|
1.E7B9AB|120+13|
1.E7B9AC|120+13|
1.E7B9AD|120+13|
1.E7B9AE|120+13|
1.E7B9AF|120+13|
1.E7B9B0|120+13|
1.E7B9B1|120+12|
1.E7B9B2|120+13|
1.E7B9B3|120+13|
1.E7B9B4|120+13|
1.E7B9B5|120+13|
1.E7B9B6|120+13|
1.E7B9B7|120+13|
1.E7B9B8|120+13|
1.E7B9B9|120+13|
1.E7B9BA|120+13|
1.E7B9BB|120+14|
1.E7B9BC|120+14|
1.E7B9BD|120+14|
1.E7B9BE|120+14|
1.E7B9BF|120+14|
1.E7BA80|120+14|
1.E7BA81|120+14|
1.E7BA82|120+14|
1.E7BA83|120+14|
1.E7BA84|120+15|
1.E7BA85|120+15|
1.E7BA86|120+15|
1.E7BA87|120+15|
1.E7BA88|120+15|
1.E7BA89|120+15|
1.E7BA8A|120+15|
1.E7BA8B|120+15|
1.E7BA8C|120+15|
1.E7BA8D|120+15|
1.E7BA8E|120+15|
1.E7BA8F|120+15|
1.E7BA90|120+15|
1.E7BA91|120+16|
1.E7BA92|120+16|
1.E7BA93|120+17|
1.E7BA94|120+17|
1.E7BA95|120+17|
1.E7BA96|120+17|
1.E7BA97|120+18|
1.E7BA98|120+19|
1.E7BA99|120+19|
1.E7BA9A|120+19|
1.E7BA9C|120+21|
1.E7BA9D|120+21|
1.E7BA9E|120+23|
1.E7BA9F|120+0|
1.E7BCB6|121|
1.E7BCB7|121+2|
1.E7BCB8|121+3|
1.E7BCB9|121+4|
1.E7BCBA|121+4|
1.E7BCBB|121+5|
1.E7BCBC|121+4|
1.E7BCBD|121+5|
1.E7BCBE|121+6|
1.E7BCBF|121+6|
1.E7BD80|121+6|
1.E7BD81|121+8|
1.E7BD82|121+8|
1.E7BD83|121+10|
1.E7BD84|121+11|
1.E7BD85|121+11|
1.E7BD86|121+11|
1.E7BD87|121+12|
1.E7BD88|121+12|
1.E7BD89|121+12|
1.E7BD8A|121+13|
1.E7BD8B|121+13|
1.E7BD8C|121+14|
1.E7BD8D|121+15|
1.E7BD8E|121+16|
1.E7BD8F|121+16|
1.E7BD90|121+18|
1.E7BD91|122|
1.E7BD92|122+0|
1.E7BD93|122+0|
1.E7BD94|122+3|
1.E7BD95|122+3|
1.E7BD96|122+3|
1.E7BD97|122+3|
1.E7BD98|122+4|
1.E7BD99|122+4|
1.E7BD9A|122+4|
1.E7BD9B|122+5|
1.E7BD9C|122+5|
1.E7BD9D|122+5|
1.E7BD9E|122+5|
1.E7BD9F|122+5|
1.E7BDA0|122+5|
1.E7BDA1|122+5|
1.E7BDA2|122+5|
1.E7BDA3|122+6|
1.E7BDA4|122+7|
